"species","jdate","year","period"
"RWBL",131,1999,"high"
"FISP",117,1999,"high"
"FISP",131,1999,"high"
"EAME",117,1999,"high"
"OROR",131,1999,"high"
"FISP",131,1999,"high"
"GRCA",131,1999,"high"
"CHSP",138,1999,"high"
"CHSP",138,1999,"high"
"AMRO",131,1999,"high"
"RWBL",131,1999,"high"
"BRTH",131,1999,"high"
"RWBL",131,1999,"high"
"HOFI",117,1999,"high"
"HOFI",117,1999,"high"
"HOFI",124,1999,"high"
"HOFI",124,1999,"high"
"FISP",138,1999,"high"
"GRCA",131,1999,"high"
"NOCA",138,1999,"high"
"BGGN",131,1999,"high"
"FISP",124,1999,"high"
"BRTH",138,1999,"high"
"RWBL",138,1999,"high"
"GRCA",138,1999,"high"
"GRCA",138,1999,"high"
"BGGN",138,1999,"high"
"FISP",145,1999,"high"
"FISP",145,1999,"high"
"FISP",152,1999,"high"
"FISP",152,1999,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"SWSP",117,2000,"high"
"SWSP",117,2000,"high"
"AMRO",117,2000,"high"
"RWBL",117,2000,"high"
"AMRO",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"RWBL",117,2000,"high"
"HOSP",110,2000,"high"
"RWBL",117,2000,"high"
"RWBL",124,2000,"high"
"RWBL",124,2000,"high"
"RWBL",124,2000,"high"
"RWBL",124,2000,"high"
"YEWA",124,2000,"high"
"YEWA",124,2000,"high"
"RWBL",138,2000,"high"
"YEWA",124,2000,"high"
"GRCA",131,2000,"high"
"YEWA",124,2000,"high"
"RWBL",138,2000,"high"
"GRCA",131,2000,"high"
"SOSP",117,2000,"high"
"NOCA",138,2000,"high"
"BAOR",138,2000,"high"
"YEWA",124,2000,"high"
"AMRO",110,2000,"high"
"AMRO",131,2000,"high"
"SOSP",138,2000,"high"
"SOSP",117,2000,"high"
"AMRO",145,2000,"high"
"GRCA",131,2000,"high"
"SOSP",124,2000,"high"
"BRTH",138,2000,"high"
"SOSP",124,2000,"high"
"OROR",138,2000,"high"
"EAKI",145,2000,"high"
"RWBL",152,2000,"high"
"RWBL",152,2000,"high"
"BAOR",138,2000,"high"
"GRCA",131,2000,"high"
"SOSP",145,2000,"high"
"SEWR",152,2000,"high"
"CHSP",138,2000,"high"
"NOCA",117,2001,"high"
"NOCA",110,2001,"high"
"BRTH",110,2001,"high"
"YEWA",117,2001,"high"
"BRTH",110,2001,"high"
"YEWA",124,2001,"high"
"YEWA",117,2001,"high"
"AMRO",103,2001,"high"
"RWBL",117,2001,"high"
"BCCH",117,2001,"high"
"BCCH",117,2001,"high"
"CANG",103,2001,"high"
"BRTH",117,2001,"high"
"BRTH",117,2001,"high"
"NOCA",117,2001,"high"
"SOSP",117,2001,"high"
"BRTH",110,2001,"high"
"NOCA",110,2001,"high"
"NOCA",110,2001,"high"
"NOCA",103,2001,"high"
"NOCA",117,2001,"high"
"NOCA",117,2001,"high"
"MODO",110,2001,"high"
"SOSP",110,2001,"high"
"BRTH",117,2001,"high"
"HOFI",89,2001,"high"
"AMRO",103,2001,"high"
"HOFI",96,2001,"high"
"HOFI",96,2001,"high"
"SOSP",117,2001,"high"
"YEWA",117,2001,"high"
"RWBL",117,2001,"high"
"BRTH",117,2001,"high"
"SOSP",117,2001,"high"
"SOSP",117,2001,"high"
"CANG",117,2001,"high"
"SOSP",117,2001,"high"
"NOCA",117,2001,"high"
"SOSP",117,2001,"high"
"SOSP",117,2001,"high"
"SOSP",117,2001,"high"
"BRTH",117,2001,"high"
"AMRO",117,2001,"high"
"RWBL",117,2001,"high"
"RWBL",117,2001,"high"
"AMRO",117,2001,"high"
"AMRO",124,2001,"high"
"BRTH",117,2001,"high"
"RWBL",117,2001,"high"
"RWBL",124,2001,"high"
"RWBL",124,2001,"high"
"RWBL",124,2001,"high"
"RWBL",117,2001,"high"
"BRTH",117,2001,"high"
"RWBL",124,2001,"high"
"RWBL",124,2001,"high"
"RWBL",124,2001,"high"
"YEWA",124,2001,"high"
"RWBL",124,2001,"high"
"SOSP",124,2001,"high"
"AMRO",124,2001,"high"
"GRCA",124,2001,"high"
"SOSP",124,2001,"high"
"BRTH",117,2001,"high"
"GRCA",131,2001,"high"
"NOCA",131,2001,"high"
"BCCH",131,2001,"high"
"NOCA",124,2001,"high"
"NOCA",124,2001,"high"
"GRCA",131,2001,"high"
"RWBL",124,2001,"high"
"NOCA",124,2001,"high"
"SOSP",124,2001,"high"
"GRCA",117,2001,"high"
"RWBL",124,2001,"high"
"GRCA",124,2001,"high"
"CHSP",124,2001,"high"
"SOSP",124,2001,"high"
"AMRO",117,2001,"high"
"GRCA",124,2001,"high"
"RWBL",124,2001,"high"
"AMRO",124,2001,"high"
"RWBL",124,2001,"high"
"GRCA",124,2001,"high"
"YEWA",124,2001,"high"
"RWBL",124,2001,"high"
"GRCA",124,2001,"high"
"NOCA",124,2001,"high"
"RWBL",124,2001,"high"
"YEWA",124,2001,"high"
"BRTH",124,2001,"high"
"RWBL",124,2001,"high"
"BRTH",124,2001,"high"
"RWBL",124,2001,"high"
"RWBL",124,2001,"high"
"NOCA",124,2001,"high"
"GRCA",131,2001,"high"
"COGR",124,2001,"high"
"RWBL",124,2001,"high"
"RWBL",131,2001,"high"
"RWBL",131,2001,"high"
"RWBL",124,2001,"high"
"RWBL",131,2001,"high"
"RWBL",131,2001,"high"
"RWBL",124,2001,"high"
"RWBL",124,2001,"high"
"BAOR",138,2001,"high"
"GRCA",124,2001,"high"
"NOCA",131,2001,"high"
"BRTH",124,2001,"high"
"NOCA",131,2001,"high"
"GRCA",131,2001,"high"
"RWBL",131,2001,"high"
"BGGN",131,2001,"high"
"FISP",131,2001,"high"
"FISP",131,2001,"high"
"RWBL",131,2001,"high"
"SOSP",131,2001,"high"
"RWBL",124,2001,"high"
"COGR",117,2001,"high"
"GRCA",138,2001,"high"
"YEWA",124,2001,"high"
"GRCA",131,2001,"high"
"FISP",117,2001,"high"
"AMRO",117,2001,"high"
"NOCA",138,2001,"high"
"GRCA",138,2001,"high"
"GRHE",131,2001,"high"
"RWBL",131,2001,"high"
"FISP",138,2001,"high"
"RWBL",138,2001,"high"
"NOCA",145,2001,"high"
"GRCA",131,2001,"high"
"SOSP",138,2001,"high"
"YEWA",124,2001,"high"
"SOSP",131,2001,"high"
"FISP",145,2001,"high"
"RWBL",138,2001,"high"
"RWBL",145,2001,"high"
"RWBL",152,2001,"high"
"RWBL",131,2001,"high"
"NOCA",145,2001,"high"
"GRHE",145,2001,"high"
"YEWA",145,2001,"high"
"AMRO",145,2001,"high"
"RWBL",152,2001,"high"
"RWBL",131,2001,"high"
"RWBL",152,2001,"high"
"RWBL",131,2001,"high"
"RWBL",131,2001,"high"
"RWBL",138,2001,"high"
"RWBL",138,2001,"high"
"NOCA",124,2001,"high"
"RWBL",152,2001,"high"
"RWBL",138,2001,"high"
"RWBL",131,2001,"high"
"RWBL",131,2001,"high"
"GRCA",138,2001,"high"
"YEWA",131,2001,"high"
"INBU",152,2001,"high"
"INBU",159,2001,"high"
"CANG",159,2001,"high"
"RWBL",152,2001,"high"
"INBU",159,2001,"high"
"BGGN",131,2001,"high"
"OROR",131,2001,"high"
"NOCA",131,2001,"high"
"RWBL",152,2001,"high"
"RWBL",152,2001,"high"
"EAKI",145,2001,"high"
"RWBL",152,2001,"high"
"RWBL",152,2001,"high"
"NOCA",159,2001,"high"
"RWBL",152,2001,"high"
"RWBL",159,2001,"high"
"RWBL",152,2001,"high"
"AMRO",152,2001,"high"
"RWBL",145,2001,"high"
"RWBL",152,2001,"high"
"HOFI",159,2001,"high"
"RWBL",152,2001,"high"
"RWBL",159,2001,"high"
"RWBL",145,2001,"high"
"RWBL",152,2001,"high"
"SOSP",152,2001,"high"
"INBU",138,2001,"high"
"FISP",159,2001,"high"
"RWBL",159,2001,"high"
"INBU",159,2001,"high"
"INBU",138,2001,"high"
"RWBL",159,2001,"high"
"RWBL",166,2001,"high"
"INBU",166,2001,"high"
"INBU",138,2001,"high"
"RWBL",159,2001,"high"
"INBU",145,2001,"high"
"GRCA",159,2001,"high"
"INBU",159,2001,"high"
"FISP",166,2001,"high"
"RWBL",159,2001,"high"
"CHSP",138,2001,"high"
"BAOR",145,2001,"high"
"SOSP",159,2001,"high"
"NOCA",145,2001,"high"
"RWBL",152,2001,"high"
"GRCA",159,2001,"high"
"SOSP",145,2001,"high"
"SOSP",145,2001,"high"
"CHSP",145,2001,"high"
"HOFI",96,2002,"high"
"NOCA",110,2002,"high"
"NOCA",110,2002,"high"
"AMRO",110,2002,"high"
"HOFI",103,2002,"high"
"BRTH",117,2002,"high"
"BRTH",117,2002,"high"
"RWBL",117,2002,"high"
"BRTH",117,2002,"high"
"BRTH",117,2002,"high"
"NOCA",117,2002,"high"
"BRTH",117,2002,"high"
"BRTH",110,2002,"high"
"EAPH",110,2002,"high"
"AMRO",117,2002,"high"
"BRTH",117,2002,"high"
"NOCA",117,2002,"high"
"AMRO",117,2002,"high"
"RWBL",117,2002,"high"
"RWBL",117,2002,"high"
"AMRO",117,2002,"high"
"AMRO",117,2002,"high"
"AMRO",124,2002,"high"
"COGR",124,2002,"high"
"AMRO",117,2002,"high"
"AMRO",117,2002,"high"
"RWBL",117,2002,"high"
"NOCA",124,2002,"high"
"AMRO",117,2002,"high"
"SOSP",117,2002,"high"
"RWBL",117,2002,"high"
"RWBL",117,2002,"high"
"RWBL",117,2002,"high"
"RWBL",131,2002,"high"
"AMRO",117,2002,"high"
"MODO",117,2002,"high"
"AMRO",117,2002,"high"
"AMRO",117,2002,"high"
"AMRO",124,2002,"high"
"AMRO",117,2002,"high"
"AMRO",124,2002,"high"
"NOCA",117,2002,"high"
"BRTH",117,2002,"high"
"RWBL",124,2002,"high"
"RWBL",131,2002,"high"
"CHSP",117,2002,"high"
"RWBL",124,2002,"high"
"RWBL",124,2002,"high"
"NOCA",124,2002,"high"
"AMRO",131,2002,"high"
"COGR",124,2002,"high"
"AMRO",124,2002,"high"
"GRCA",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",124,2002,"high"
"GRCA",124,2002,"high"
"AMRO",124,2002,"high"
"RWBL",124,2002,"high"
"RWBL",124,2002,"high"
"AMRO",117,2002,"high"
"RWBL",124,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",117,2002,"high"
"GRCA",131,2002,"high"
"AMRO",117,2002,"high"
"WIFL",131,2002,"high"
"YEWA",145,2002,"high"
"COGR",131,2002,"high"
"SOSP",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"AMRO",131,2002,"high"
"RWBL",138,2002,"high"
"RWBL",131,2002,"high"
"BGGN",145,2002,"high"
"GRCA",138,2002,"high"
"RWBL",131,2002,"high"
"YEWA",138,2002,"high"
"YEWA",138,2002,"high"
"YEWA",138,2002,"high"
"YEWA",138,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"BRTH",138,2002,"high"
"RWBL",137,2002,"high"
"GRCA",138,2002,"high"
"GRCA",138,2002,"high"
"AMRO",124,2002,"high"
"GRCA",138,2002,"high"
"RWBL",117,2002,"high"
"YEWA",145,2002,"high"
"YEWA",138,2002,"high"
"RWBL",117,2002,"high"
"RWBL",131,2002,"high"
"RWBL",138,2002,"high"
"SOSP",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",138,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",138,2002,"high"
"RWBL",131,2002,"high"
"SOSP",131,2002,"high"
"RWBL",131,2002,"high"
"AMRO",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",131,2002,"high"
"RWBL",138,2002,"high"
"NOCA",152,2002,"high"
"FISP",131,2002,"high"
"RWBL",131,2002,"high"
"FISP",138,2002,"high"
"FISP",131,2002,"high"
"NOCA",152,2002,"high"
"AMRO",145,2002,"high"
"NOCA",152,2002,"high"
"RWBL",145,2002,"high"
"GRCA",145,2002,"high"
"RWBL",152,2002,"high"
"CANG",131,2002,"high"
"RWBL",138,2002,"high"
"SOSP",145,2002,"high"
"RWBL",138,2002,"high"
"RWBL",145,2002,"high"
"RWBL",145,2002,"high"
"RWBL",138,2002,"high"
"RWBL",152,2002,"high"
"RWBL",138,2002,"high"
"RWBL",145,2002,"high"
"GRCA",152,2002,"high"
"NOCA",152,2002,"high"
"RWBL",152,2002,"high"
"RWBL",152,2002,"high"
"RWBL",159,2002,"high"
"RWBL",159,2002,"high"
"BRTH",145,2002,"high"
"CHSP",159,2002,"high"
"SOSP",152,2002,"high"
"NOCA",152,2002,"high"
"NOCA",152,2002,"high"
"EAPH",145,2002,"high"
"AMRO",159,2002,"high"
"RWBL",159,2002,"high"
"YEWA",138,2002,"high"
"AMRO",96,2003,"high"
"AMRO",103,2003,"high"
"CHSP",110,2003,"high"
"NOCA",103,2003,"high"
"AMRO",103,2003,"high"
"NOCA",124,2003,"high"
"AMRO",103,2003,"high"
"AMRO",117,2003,"high"
"CANG",110,2003,"high"
"CANG",117,2003,"high"
"COHA",124,2003,"high"
"SOSP",124,2003,"high"
"NOCA",124,2003,"high"
"BRTH",117,2003,"high"
"AMRO",124,2003,"high"
"AMRO",103,2003,"high"
"AMRO",103,2003,"high"
"BLJA",124,2003,"high"
"AMRO",110,2003,"high"
"NOCA",124,2003,"high"
"AMRO",117,2003,"high"
"AMRO",124,2003,"high"
"RWBL",124,2003,"high"
"RWBL",124,2003,"high"
"AMRO",117,2003,"high"
"AMRO",103,2003,"high"
"NOCA",124,2003,"high"
"SOSP",117,2003,"high"
"AMRO",117,2003,"high"
"AMRO",124,2003,"high"
"AMRO",124,2003,"high"
"RWBL",124,2003,"high"
"RWBL",117,2003,"high"
"RWBL",124,2003,"high"
"RWBL",124,2003,"high"
"RWBL",131,2003,"high"
"RWBL",124,2003,"high"
"RWBL",124,2003,"high"
"RWBL",124,2003,"high"
"RWBL",131,2003,"high"
"AMRO",110,2003,"high"
"NOCA",124,2003,"high"
"BRTH",124,2003,"high"
"NOCA",131,2003,"high"
"RWBL",131,2003,"high"
"RWBL",131,2003,"high"
"RWBL",131,2003,"high"
"NOCA",131,2003,"high"
"NOCA",124,2003,"high"
"NOCA",131,2003,"high"
"AMRO",131,2003,"high"
"AMRO",124,2003,"high"
"AMRO",117,2003,"high"
"FISP",131,2003,"high"
"SOSP",124,2003,"high"
"RWBL",131,2003,"high"
"AMRO",131,2003,"high"
"GRCA",131,2003,"high"
"AMRO",131,2003,"high"
"GRCA",131,2003,"high"
"RWBL",131,2003,"high"
"YEWA",131,2003,"high"
"GRCA",131,2003,"high"
"NOCA",131,2003,"high"
"NOCA",131,2003,"high"
"SOSP",117,2003,"high"
"GRCA",124,2003,"high"
"NOCA",152,2003,"high"
"RWBL",131,2003,"high"
"YEWA",138,2003,"high"
"RWBL",131,2003,"high"
"SOSP",124,2003,"high"
"BRTH",138,2003,"high"
"RWBL",138,2003,"high"
"RWBL",138,2003,"high"
"RWBL",131,2003,"high"
"RWBL",138,2003,"high"
"RWBL",131,2003,"high"
"RWBL",138,2003,"high"
"RWBL",131,2003,"high"
"GRCA",131,2003,"high"
"RWBL",131,2003,"high"
"RWBL",124,2003,"high"
"RWBL",138,2003,"high"
"RWBL",131,2003,"high"
"BCCH",131,2003,"high"
"AMRO",124,2003,"high"
"NOCA",152,2003,"high"
"AMRO",138,2003,"high"
"AMRO",138,2003,"high"
"RWBL",131,2003,"high"
"YEWA",138,2003,"high"
"AMRO",131,2003,"high"
"OROR",138,2003,"high"
"NOCA",138,2003,"high"
"RWBL",131,2003,"high"
"RWBL",138,2003,"high"
"RWBL",138,2003,"high"
"GRCA",145,2003,"high"
"FISP",138,2003,"high"
"SOSP",138,2003,"high"
"FISP",138,2003,"high"
"FISP",131,2003,"high"
"GRCA",138,2003,"high"
"NOCA",131,2003,"high"
"GRCA",138,2003,"high"
"RWBL",145,2003,"high"
"YEWA",145,2003,"high"
"YEWA",131,2003,"high"
"BAOR",131,2003,"high"
"GRCA",138,2003,"high"
"GRCA",138,2003,"high"
"RWBL",138,2003,"high"
"RWBL",131,2003,"high"
"CHSP",131,2003,"high"
"RWBL",131,2003,"high"
"BRTH",124,2003,"high"
"RWBL",145,2003,"high"
"GRCA",138,2003,"high"
"RWBL",145,2003,"high"
"NOCA",145,2003,"high"
"GRCA",138,2003,"high"
"FISP",131,2003,"high"
"NOCA",145,2003,"high"
"FISP",138,2003,"high"
"YEWA",145,2003,"high"
"YEWA",138,2003,"high"
"YEWA",145,2003,"high"
"YEWA",138,2003,"high"
"RWBL",124,2003,"high"
"YEWA",138,2003,"high"
"RWBL",138,2003,"high"
"COGR",135,2003,"high"
"RWBL",138,2003,"high"
"AMRO",152,2003,"high"
"YEWA",152,2003,"high"
"MODO",154,2003,"high"
"GRCA",146,2003,"high"
"GRCA",154,2003,"high"
"RWBL",145,2003,"high"
"RWBL",152,2003,"high"
"RWBL",152,2003,"high"
"RWBL",131,2003,"high"
"YEWA",152,2003,"high"
"AMRO",159,2003,"high"
"CANG",158,2003,"high"
"SOSP",159,2003,"high"
"INBU",158,2003,"high"
"RWBL",152,2003,"high"
"RWBL",152,2003,"high"
"RWBL",138,2003,"high"
"RWBL",159,2003,"high"
"AMRO",159,2003,"high"
"RWBL",159,2003,"high"
"CHSP",138,2003,"high"
"NOCA",166,2003,"high"
"NOCA",124,2003,"high"
"INBU",152,2003,"high"
"OROR",152,2003,"high"
"SOSP",138,2003,"high"
"SOSP",109,2004,"high"
"AMRO",103,2004,"high"
"AMRO",103,2004,"high"
"AMRO",103,2004,"high"
"NOCA",110,2004,"high"
"COHA",117,2004,"high"
"GRCA",131,2004,"high"
"YEWA",146,2004,"high"
"RWBL",123,2004,"high"
"YEWA",138,2004,"high"
"GRCA",138,2004,"high"
"WIFL",138,2004,"high"
"YEWA",138,2004,"high"
"GRCA",138,2004,"high"
"YEWA",138,2004,"high"
"BLJA",130,2004,"high"
"FISP",152,2004,"high"
"NOCA",158,2004,"high"
"COHA",117,2005,"high"
"AMRO",110,2005,"high"
"RWBL",131,2005,"high"
"SOSP",128,2005,"high"
"RWBL",131,2005,"high"
"YEWA",131,2005,"high"
"YEWA",138,2005,"high"
"RWBL",134,2005,"high"
"YEWA",138,2005,"high"
"NOCA",140,2005,"high"
"YEWA",134,2005,"high"
"YEWA",135,2005,"high"
"YEWA",140,2005,"high"
"YEWA",135,2005,"high"
"YEWA",135,2005,"high"
"CANG",143,2005,"high"
"FISP",134,2005,"high"
"RWBL",125,2005,"high"
"RWBL",129,2005,"high"
"RWBL",144,2005,"high"
"RWBL",140,2005,"high"
"RWBL",127,2005,"high"
"AMRO",126,2005,"high"
"RWBL",130,2005,"high"
"RWBL",124,2005,"high"
"RWBL",133,2005,"high"
"RWBL",135,2005,"high"
"BAOR",134,2005,"high"
"NOCA",117,2006,"high"
"BCCH",117,2006,"high"
"AMRO",115,2006,"high"
"RWBL",124,2006,"high"
"RWBL",124,2006,"high"
"AMRO",117,2006,"high"
"HOFI",117,2006,"high"
"AMRO",117,2006,"high"
"NOCA",101,2006,"high"
"RWBL",120,2006,"high"
"AMRO",108,2006,"high"
"RWBL",124,2006,"high"
"RWBL",127,2006,"high"
"NOCA",124,2006,"high"
"RWBL",126,2006,"high"
"RWBL",124,2006,"high"
"FISP",124,2006,"high"
"YEWA",131,2006,"high"
"RWBL",131,2006,"high"
"YEWA",131,2006,"high"
"RBGR",131,2006,"high"
"YEWA",136,2006,"high"
"RWBL",131,2006,"high"
"RWBL",125,2006,"high"
"AMRO",131,2006,"high"
"RWBL",131,2006,"high"
"AMRO",124,2006,"high"
"RWBL",127,2006,"high"
"RWBL",131,2006,"high"
"GRCA",145,2006,"high"
"RWBL",132,2006,"high"
"HOWR",138,2006,"high"
"SOSP",148,2006,"high"
"RWBL",140,2006,"high"
"RWBL",138,2006,"high"
"SOSP",157,2006,"high"
"RWBL",141,2006,"high"
"BAOR",133,2006,"high"
"BAOR",133,2006,"high"
"GRCA",159,2006,"high"
"RWBL",143,2006,"high"
"RWBL",151,2006,"high"
"RWBL",151,2006,"high"
"RWBL",151,2006,"high"
"NOCA",184,2006,"high"
"AMRO",121,2007,"high"
"AMRO",117,2007,"high"
"RWBL",126,2007,"high"
"RWBL",120,2007,"high"
"AMRO",117,2007,"high"
"AMRO",119,2007,"high"
"AMRO",124,2007,"high"
"SOSP",125,2007,"high"
"AMRO",117,2007,"high"
"FISP",124,2007,"high"
"NOCA",120,2007,"high"
"SOSP",120,2007,"high"
"RWBL",125,2007,"high"
"AMRO",117,2007,"high"
"AMRO",106,2007,"high"
"AMRO",110,2007,"high"
"RWBL",126,2007,"high"
"RWBL",124,2007,"high"
"RWBL",124,2007,"high"
"BRTH",126,2007,"high"
"RWBL",127,2007,"high"
"SOSP",127,2007,"high"
"RWBL",124,2007,"high"
"RWBL",128,2007,"high"
"EAPH",113,2007,"high"
"NOCA",118,2007,"high"
"SOSP",124,2007,"high"
"RWBL",128,2007,"high"
"RWBL",128,2007,"high"
"NOCA",121,2007,"high"
"RWBL",124,2007,"high"
"AMRO",113,2007,"high"
"RWBL",124,2007,"high"
"RWBL",124,2007,"high"
"RWBL",131,2007,"high"
"RWBL",135,2007,"high"
"RWBL",134,2007,"high"
"RWBL",136,2007,"high"
"RWBL",131,2007,"high"
"RWBL",131,2007,"high"
"YEWA",131,2007,"high"
"YEWA",131,2007,"high"
"BRTH",124,2007,"high"
"RWBL",131,2007,"high"
"RWBL",131,2007,"high"
"RWBL",131,2007,"high"
"SOSP",117,2007,"high"
"AMRO",124,2007,"high"
"NOCA",119,2007,"high"
"YEWA",131,2007,"high"
"EAME",131,2007,"high"
"YEWA",131,2007,"high"
"RWBL",158,2007,"high"
"RWBL",132,2007,"high"
"BAOR",131,2007,"high"
"AMRO",141,2007,"high"
"BAOR",131,2007,"high"
"AMRO",140,2007,"high"
"AMGO",194,2007,"high"
"AMRO",124,2008,"high"
"NOCA",140,2008,"high"
"RWBL",134,2008,"high"
"AMRO",131,2008,"high"
"AMRO",117,2008,"high"
"RWBL",131,2008,"high"
"RWBL",136,2008,"high"
"RWBL",133,2008,"high"
"RWBL",130,2008,"high"
"RWBL",133,2008,"high"
"NOCA",136,2008,"high"
"AMRO",122,2008,"high"
"RWBL",132,2008,"high"
"RWBL",132,2008,"high"
"RWBL",132,2008,"high"
"RWBL",132,2008,"high"
"NOCA",132,2008,"high"
"GRCA",139,2008,"high"
"AMRO",121,2008,"high"
"BRTH",133,2008,"high"
"MODO",127,2008,"high"
"SOSP",122,2008,"high"
"RWBL",138,2008,"high"
"CHSP",144,2008,"high"
"RWBL",138,2008,"high"
"RWBL",181,2008,"high"
"NOCA",112,2009,"high"
"NOCA",109,2009,"high"
"AMRO",106,2009,"high"
"COGR",103,2009,"high"
"AMRO",117,2009,"high"
"COGR",110,2009,"high"
"AMRO",110,2009,"high"
"AMRO",117,2009,"high"
"MODO",92,2009,"high"
"COGR",103,2009,"high"
"COGR",103,2009,"high"
"RWBL",124,2009,"high"
"AMRO",108,2009,"high"
"AMRO",110,2009,"high"
"AMRO",123,2009,"high"
"AMRO",117,2009,"high"
"BRTH",122,2009,"high"
"AMRO",124,2009,"high"
"RWBL",124,2009,"high"
"RWBL",124,2009,"high"
"AMWO",117,2009,"high"
"AMWO",117,2009,"high"
"RWBL",124,2009,"high"
"SOSP",123,2009,"high"
"NOCA",122,2009,"high"
"AMRO",124,2009,"high"
"RWBL",124,2009,"high"
"RWBL",131,2009,"high"
"RWBL",128,2009,"high"
"AMRO",110,2009,"high"
"RWBL",133,2009,"high"
"RWBL",133,2009,"high"
"AMRO",124,2009,"high"
"RWBL",124,2009,"high"
"RWBL",138,2009,"high"
"CANG",148,2009,"high"
"RWBL",124,2009,"high"
"MODO",122,2009,"high"
"AMRO",138,2009,"high"
"RWBL",133,2009,"high"
"AMRO",152,2009,"high"
"NOCA",151,2009,"high"
"RWBL",152,2009,"high"
"WIFL",166,2009,"high"
"BRTH",152,2009,"high"
"HOFI",152,2009,"high"
"HOFI",151,2009,"high"
"WIFL",159,2009,"high"
"BCCH",173,2009,"high"
"CANG",162,2009,"high"
"CANG",159,2009,"high"
"EAPH",162,2009,"high"
"SOSP",152,2009,"high"
"AMRO",110,2010,"high"
"AMRO",102,2010,"high"
"NOCA",90,2010,"high"
"AMRO",110,2010,"high"
"SOSP",117,2010,"high"
"RWBL",123,2010,"high"
"AMRO",120,2010,"high"
"RWBL",124,2010,"high"
"RWBL",121,2010,"high"
"AMRO",125,2010,"high"
"RWBL",125,2010,"high"
"NOCA",121,2010,"high"
"RWBL",117,2010,"high"
"RWBL",117,2010,"high"
"RWBL",126,2010,"high"
"RWBL",117,2010,"high"
"RWBL",124,2010,"high"
"RWBL",126,2010,"high"
"AMRO",119,2010,"high"
"RWBL",117,2010,"high"
"RWBL",126,2010,"high"
"RWBL",117,2010,"high"
"RWBL",124,2010,"high"
"RWBL",126,2010,"high"
"RWBL",119,2010,"high"
"RWBL",124,2010,"high"
"RWBL",120,2010,"high"
"AMRO",124,2010,"high"
"RWBL",124,2010,"high"
"SOSP",117,2010,"high"
"NOCA",103,2010,"high"
"RWBL",124,2010,"high"
"RWBL",124,2010,"high"
"COGR",117,2010,"high"
"AMRO",117,2010,"high"
"CHSP",127,2010,"high"
"NOCA",126,2010,"high"
"RWBL",132,2010,"high"
"AMRO",116,2010,"high"
"CANG",117,2010,"high"
"RWBL",131,2010,"high"
"RWBL",124,2010,"high"
"RWBL",131,2010,"high"
"RWBL",124,2010,"high"
"RWBL",131,2010,"high"
"GRCA",136,2010,"high"
"RWBL",124,2010,"high"
"YEWA",131,2010,"high"
"RWBL",127,2010,"high"
"RWBL",123,2010,"high"
"RWBL",122,2010,"high"
"RWBL",128,2010,"high"
"RWBL",131,2010,"high"
"AMRO",124,2010,"high"
"EATO",131,2010,"high"
"AMRO",124,2010,"high"
"RWBL",124,2010,"high"
"RWBL",132,2010,"high"
"RWBL",131,2010,"high"
"RWBL",131,2010,"high"
"COGR",117,2010,"high"
"RWBL",131,2010,"high"
"AMRO",139,2010,"high"
"AMRO",124,2010,"high"
"RWBL",131,2010,"high"
"RWBL",138,2010,"high"
"AMRO",110,2010,"high"
"RWBL",131,2010,"high"
"RWBL",127,2010,"high"
"RWBL",138,2010,"high"
"RWBL",140,2010,"high"
"RWBL",131,2010,"high"
"RWBL",138,2010,"high"
"RWBL",138,2010,"high"
"GRCA",138,2010,"high"
"RWBL",131,2010,"high"
"NOCA",141,2010,"high"
"GRCA",138,2010,"high"
"RWBL",124,2010,"high"
"NOCA",138,2010,"high"
"RWBL",138,2010,"high"
"GRCA",138,2010,"high"
"FISP",120,2010,"high"
"SOSP",126,2010,"high"
"GRCA",145,2010,"high"
"AMRO",124,2010,"high"
"RWBL",146,2010,"high"
"RWBL",139,2010,"high"
"RWBL",144,2010,"high"
"EATO",120,2010,"high"
"AMRO",117,2010,"high"
"RWBL",134,2010,"high"
"RWBL",131,2010,"high"
"RWBL",136,2010,"high"
"RWBL",138,2010,"high"
"RWBL",124,2010,"high"
"RWBL",127,2010,"high"
"RWBL",126,2010,"high"
"RWBL",129,2010,"high"
"RWBL",124,2010,"high"
"EATO",120,2010,"high"
"HOFI",134,2010,"high"
"AMRO",138,2010,"high"
"RWBL",159,2010,"high"
